index,producer->batch_size,producer->linger_ms,broker->num.network.threads,broker->num.io.threads,broker->queued.max.requests,broker->num.partitions,broker->num.replica.fetchers,consumer->fetch_wait_max_ms,consumer->fetch_min_bytes,consumer->batch_interval,topic->partitions,gc_collection_count,gc_collection_time,memory_heap_usage_used,memory_non_heap_usage_used,network_request_FetchConsumer_TotalTimeMs,network_request_FetchFollower_TotalTimeMs,network_request_Fetch_MessageConversionsTimeMs,network_request_Produce_TotalTimeMs,network_socket_FetchConsumer_NetworkProcessorAvgIdlePercent,network_socket_FetchConsumer_RequestHandlerAvgIdlePercent,os_open_fd_count,os_process_cpu_time,server_broker_topics_TotalFetchRequestsPerSec,server_broker_topics_TotalProduceRequestsPerSec,server_broker_topics_AllTopicsBytesIn,server_broker_topics_AllTopicsBytesOut,server_replica_fetcher_MinFetchRate,server_replica_manager_LeaderCount,server_replica_manager_PartitionCount,threading_daemon_thread_count,threading_peak_thread_count,threading_thread_count,latency_min,latency_max,latency_median,latency_mean,latency_std,latency_25th,latency_50th,latency_75th,latency_90th,latency_95th,latency_99th
851,244576,75,23,20,291,3,6,734,164585,6,10,41214010348180.15,41034433087516.44,414.39,67.0,1.37,45.99,47.35,11.5,1.0,1.0,231.12,251651892.03,11.95,45.99,0.89,1.1,11.12,4.0,10.0,48.0,96.0,96.0,0.39,7.76,4.0,4.0,1.69,2.61,4.0,5.4,6.26,6.66,7.18
852,24913,32,23,2,4492,1,7,257,158435,2,8,37593636805824.19,36000176587404.53,302.02,51.42,1.98,151.64,153.62,25.27,0.97,0.96,235.0,296636901.81,17269.17,75.82,0.84,1.01,22.84,3.0,8.0,30.0,79.0,79.0,0.19,4.15,1.45,1.46,0.62,0.96,1.45,1.93,2.24,2.41,3.02
853,122386,25,7,19,494,4,2,409,19975,6,7,24410448541199.83,30264584480323.37,255.93,69.33,0.94,124.4,125.34,31.13,0.96,1.0,192.0,296731281.74,1181.93,62.27,0.63,0.71,27.91,2.0,7.0,48.0,83.0,83.0,0.47,7.72,3.9,3.9,1.67,2.52,3.9,5.29,6.15,6.54,7.08
854,101183,73,15,4,2815,3,9,11,235817,1,9,33920021393580.56,22576899866749.22,614.02,53.74,2.87,70.68,73.55,11.78,1.0,0.99,216.07,291565242.96,9.92,35.34,0.75,0.96,10.81,3.0,9.0,32.0,74.0,74.0,0.22,3.86,1.08,1.12,0.45,0.79,1.08,1.38,1.64,1.82,2.76
855,254967,84,17,6,1304,2,9,424,11471,8,3,33193177413146.85,30448190121157.64,369.21,64.27,1.59,19.58,21.18,9.79,1.0,0.99,196.0,183231664.76,1473.79,9.77,0.81,1.48,8.99,1.0,3.0,34.0,74.0,74.0,1.44,9.79,5.23,5.29,2.03,3.6,5.23,6.98,7.97,8.52,9.42
856,106630,58,11,7,3065,4,1,888,48744,1,11,31711272757121.87,28997033477564.53,363.93,62.57,3.33,29.46,32.78,14.73,0.97,0.99,186.06,243136688.83,5141.72,58.87,0.83,1.15,13.98,4.0,11.0,35.0,69.0,69.0,0.19,3.36,1.13,1.15,0.43,0.82,1.13,1.45,1.71,1.86,2.25
857,19124,25,16,5,416,7,2,598,140107,5,4,24895472941476.42,27676777251301.43,303.19,53.81,1.49,142.68,144.12,35.67,1.0,0.99,178.29,264366210.98,8387.34,71.35,1.11,1.24,31.31,2.0,4.0,34.0,70.57,70.57,0.65,5.95,3.26,3.27,1.32,2.16,3.26,4.4,5.04,5.36,5.7
858,131604,57,7,7,3823,3,1,121,175318,2,10,28784742770889.24,29539236077210.49,227.73,57.59,1.4,27.76,29.16,13.88,0.93,0.93,161.47,208677630.73,4212.24,41.63,0.7,0.83,12.69,2.8,9.33,32.67,60.67,60.67,0.2,3.43,1.47,1.47,0.59,0.98,1.47,1.95,2.25,2.4,2.61
859,205561,30,9,15,778,3,4,684,122338,4,6,25243017727615.96,35333517264899.4,206.04,60.08,1.0,107.25,108.31,26.83,0.96,0.99,185.12,278674993.44,5223.79,53.67,0.75,0.92,24.23,2.0,6.0,43.0,77.0,77.0,0.37,6.29,2.71,2.71,1.14,1.76,2.71,3.64,4.21,4.48,4.91
860,171085,40,2,10,3022,7,2,553,109083,9,9,32765132824916.35,48612128236046.34,408.22,62.04,1.43,82.43,83.79,20.59,0.98,0.99,179.0,270526217.3,0.0,61.82,0.72,1.31,18.92,3.0,9.0,39.0,69.0,69.0,0.6,11.66,5.85,5.85,2.53,3.76,5.85,7.93,9.26,9.87,10.68
861,84358,71,5,15,4126,9,2,592,226211,5,11,30008254858355.06,32073447279831.87,465.85,66.38,1.2,48.64,49.84,12.16,0.96,0.99,178.12,241459320.74,2247.19,36.46,0.63,0.73,11.19,3.0,11.0,43.0,73.0,73.0,0.32,6.55,3.34,3.35,1.42,2.18,3.34,4.52,5.26,5.6,6.07
862,107386,81,2,17,3240,6,7,610,207114,9,12,20218484321402.79,23128580023199.92,408.47,60.06,1.34,88.67,90.17,11.1,0.98,1.0,190.0,320097901.72,8.97,44.73,0.8,1.33,9.87,4.0,12.0,45.0,76.0,76.0,0.48,11.42,5.85,5.87,2.58,3.72,5.85,8.02,9.37,9.97,10.77
863,250751,66,16,9,4935,5,5,196,247597,7,11,21969890033049.36,22791076836818.02,384.94,67.09,1.17,77.58,78.75,12.94,1.0,0.99,229.0,281104663.23,2731.67,38.81,0.62,0.74,11.75,3.0,11.0,37.0,82.0,82.0,0.41,9.19,4.61,4.63,2.0,2.98,4.61,6.28,7.33,7.82,8.48
864,213939,60,23,3,1153,8,7,517,132205,2,10,33161768382227.83,29875410617768.82,274.89,62.61,2.41,85.04,87.43,14.18,0.96,0.98,245.07,283665204.28,6.0,42.54,0.68,0.79,12.98,3.0,10.0,31.0,82.0,82.0,0.2,3.6,1.45,1.46,0.59,0.97,1.45,1.94,2.24,2.39,2.62
865,218552,71,20,11,4902,4,6,798,71166,6,14,34044076101553.31,31857084308387.5,298.58,64.6,1.66,48.99,50.65,12.27,0.97,0.99,238.0,261509596.14,4748.1,61.37,0.83,0.99,11.33,5.0,14.0,40.0,88.0,88.0,0.34,8.1,4.06,4.06,1.73,2.64,4.06,5.49,6.38,6.8,7.37
866,66656,67,16,16,4268,4,4,948,237803,8,14,24921861244359.85,24778531617165.6,245.69,52.26,1.49,103.46,104.95,12.94,1.0,0.99,225.5,268310955.8,11.76,64.69,0.82,1.21,11.86,5.0,14.0,45.0,93.0,93.0,0.39,10.27,5.27,5.28,2.28,3.41,5.27,7.17,8.36,8.9,9.63
867,208104,71,3,5,2814,8,4,354,257829,5,6,25539318123800.25,30617348422368.58,237.87,58.67,1.23,47.24,48.49,11.81,0.96,0.99,179.12,240295857.77,476.63,23.6,0.79,0.99,10.89,2.0,6.0,34.0,66.0,66.0,0.49,6.28,3.29,3.32,1.38,2.16,3.29,4.47,5.18,5.52,5.95
868,164417,50,18,16,4485,1,5,577,94953,5,3,27215243457219.74,31249481919026.83,355.77,63.21,1.0,32.12,33.12,16.06,1.0,1.0,211.0,202602862.89,2.21,16.06,0.78,0.89,14.91,1.0,3.0,45.0,90.0,90.0,0.86,6.18,3.35,3.36,1.27,2.31,3.35,4.43,5.03,5.37,5.91
869,87274,17,12,22,4176,9,5,437,57005,9,11,26832920741481.85,34159334466607.37,290.04,60.69,1.13,262.68,263.7,43.79,0.95,1.0,229.0,346609625.74,15941.23,131.34,0.56,0.8,38.92,3.0,11.0,51.0,95.0,95.0,0.44,11.32,5.57,5.63,2.55,3.51,5.57,7.74,9.12,9.71,10.5
870,31617,92,11,18,4848,1,7,950,253231,6,3,23056829558143.0,26838873982824.06,184.94,67.68,1.09,51.1,52.18,25.55,1.0,1.0,190.0,233849186.51,750.32,25.56,0.77,1.02,23.17,1.0,3.0,47.0,85.0,85.0,1.04,8.71,4.09,4.07,1.57,2.77,4.09,5.37,6.07,6.58,7.14
871,114699,33,15,6,594,3,6,648,262078,7,8,38948272921313.3,32452216610135.18,342.72,68.66,1.4,97.74,99.14,24.44,1.0,0.99,217.0,286049871.46,486.6,73.31,0.83,1.09,22.16,3.0,8.0,35.0,79.0,79.0,0.52,8.82,4.63,4.62,1.96,3.0,4.63,6.25,7.23,7.68,8.28
872,102755,68,3,23,1537,9,9,873,111883,4,5,17007292659365.73,20702392281602.1,485.9,58.02,1.49,48.2,49.68,12.05,0.95,1.0,162.06,226726144.55,405.27,24.07,0.96,1.22,11.13,2.0,5.0,51.0,79.0,79.0,0.48,6.94,2.75,2.76,1.14,1.81,2.75,3.68,4.23,4.53,5.13
873,93772,34,16,12,1166,2,5,589,197776,8,9,33614926418407.8,32190216892600.32,454.33,61.8,1.34,143.37,144.73,23.9,1.0,0.99,219.08,290111038.8,222.21,71.78,0.73,1.01,22.76,3.0,9.0,40.0,83.0,83.0,0.52,10.25,5.07,5.13,2.27,3.23,5.07,7.02,8.22,8.76,9.49
874,235836,37,22,11,227,1,6,512,96157,6,14,27751799652442.65,25214276286080.16,441.09,63.55,1.5,89.5,91.0,22.38,0.99,0.99,232.0,279447828.18,9542.52,111.97,0.78,0.91,21.24,5.0,14.0,39.0,86.0,86.0,0.3,7.87,3.88,3.92,1.74,2.47,3.88,5.36,6.29,6.7,7.24
875,197604,31,17,11,3935,5,1,616,183675,6,11,36369198955287.21,34514484407384.41,248.65,48.16,1.25,48.17,53.26,25.96,0.93,0.92,189.43,247527541.05,30.47,103.86,0.79,1.0,24.63,4.0,11.0,36.21,73.36,73.36,0.37,9.78,4.14,4.11,1.77,2.67,4.14,5.53,6.42,6.87,7.68
876,163219,4,3,13,3304,8,5,259,177104,9,9,21513771666147.3,27074167332566.27,353.53,54.51,1.17,579.22,580.33,98.16,0.95,0.99,180.0,393845673.39,12850.61,290.28,0.63,1.03,76.07,3.0,9.0,41.0,71.0,71.0,0.47,11.46,5.81,5.75,2.52,3.65,5.81,7.85,9.1,9.65,10.4
877,62761,56,2,9,3631,5,3,683,34420,2,12,25020864700405.25,21571539677250.36,374.53,54.14,2.07,30.41,32.49,15.21,0.95,0.99,160.12,240450398.67,2688.66,60.86,0.75,0.88,13.97,4.0,12.0,37.0,62.0,62.0,0.19,3.62,1.48,1.48,0.6,0.99,1.48,1.96,2.28,2.43,2.67
878,187183,90,19,12,4662,8,3,335,249365,8,13,38880257191720.42,43147984047876.85,308.16,60.24,1.6,20.2,21.8,10.08,1.0,0.99,212.0,209810140.47,13.84,40.4,0.73,1.11,9.11,4.0,13.0,40.0,82.0,82.0,0.42,11.17,5.41,5.41,2.31,3.54,5.41,7.31,8.5,9.07,9.87
879,128238,11,23,8,2342,4,3,301,192607,6,6,42567457639885.97,28955079495812.28,456.22,63.69,1.04,118.26,119.32,59.24,0.96,0.99,217.0,322981915.21,5718.16,118.43,0.72,0.9,53.98,2.0,6.0,36.0,82.0,82.0,0.51,7.39,3.82,3.85,1.65,2.47,3.82,5.24,6.09,6.48,6.97
880,144095,12,17,9,2420,1,3,96,236789,6,6,36621109454815.86,24623077177781.41,379.9,59.03,1.03,102.87,103.9,51.5,1.0,0.99,199.0,288842488.28,13642.59,103.01,0.71,0.86,42.15,2.0,6.0,37.0,77.0,77.0,0.52,7.32,3.96,3.94,1.64,2.6,3.96,5.32,6.12,6.5,6.99
881,31668,85,7,13,2693,2,8,117,87748,1,13,27824004183652.35,28758439453339.52,199.94,63.87,3.59,83.32,86.91,10.43,0.96,0.99,210.06,304718693.81,2404.99,41.65,0.71,0.91,9.72,4.0,13.0,41.0,78.0,78.0,0.2,3.69,1.17,1.19,0.44,0.85,1.17,1.49,1.75,1.9,2.36
882,36386,4,16,17,3354,9,8,773,43114,5,10,31511102076011.35,36789060132052.54,303.79,64.42,0.9,567.19,568.11,95.79,0.96,0.99,224.06,415537067.14,3474.02,284.04,0.57,0.64,85.64,3.0,10.0,45.0,89.0,89.0,0.28,6.59,3.23,3.22,1.43,2.02,3.23,4.41,5.14,5.46,5.88
883,81762,35,22,18,3004,5,9,422,230894,3,4,31921807417342.81,35238262981477.48,398.36,62.44,1.45,85.71,87.16,21.43,1.0,0.99,214.06,258185542.12,2437.8,42.86,1.17,1.31,20.36,2.0,4.0,46.0,91.0,91.0,0.47,3.85,2.09,2.08,0.8,1.41,2.09,2.76,3.13,3.34,3.55
884,67108,76,18,2,1208,5,3,998,74759,7,12,26378566298463.4,22630894860510.72,339.1,63.02,1.37,22.82,24.17,11.41,1.0,0.98,220.0,222383696.26,2683.93,45.58,0.75,1.11,10.34,4.0,12.0,31.0,75.0,75.0,0.42,9.24,4.7,4.69,2.0,3.04,4.7,6.34,7.36,7.82,8.44
885,201714,42,12,5,2133,8,7,844,5672,4,14,39301752444637.02,37778080659917.83,218.39,63.24,1.51,159.77,161.27,19.97,1.0,0.99,214.67,264364192.4,6170.37,79.82,0.62,0.72,18.21,4.0,14.0,33.0,70.93,76.0,0.22,6.3,2.77,2.77,1.19,1.79,2.77,3.74,4.35,4.64,5.08
886,117260,5,7,1,1850,1,9,255,25882,4,3,24651758686850.25,24249820361587.79,191.3,57.49,0.96,114.25,115.23,57.3,0.93,0.86,154.93,292711919.05,1629.41,57.27,0.75,0.81,45.44,1.0,3.0,27.07,56.0,56.0,0.7,5.04,2.67,2.68,1.03,1.82,2.67,3.56,4.03,4.31,4.73
887,98523,56,1,22,3555,3,9,251,157506,9,9,29442394829619.64,28792355949422.2,360.97,60.24,1.48,89.65,91.19,14.93,0.96,1.0,174.0,222913429.25,5167.52,44.74,0.74,1.24,13.52,3.0,9.0,50.0,78.0,78.0,0.58,11.47,5.87,5.87,2.54,3.77,5.87,7.98,9.27,9.85,10.66
888,157140,6,7,18,3453,8,6,518,250099,9,11,22303939382740.66,19432231074689.3,499.94,58.06,1.13,370.16,371.23,92.71,0.98,0.99,184.17,348776905.48,17270.12,369.61,0.66,0.99,82.11,4.0,11.0,46.0,78.0,78.0,0.39,11.41,5.51,5.55,2.54,3.43,5.51,7.64,9.03,9.6,10.37
889,18581,64,2,17,3542,3,4,973,94017,6,9,41752695391831.62,40381825784832.57,275.6,62.17,1.03,94.39,95.33,15.72,0.94,1.0,177.07,271181280.01,12.53,47.24,0.75,0.94,14.34,3.0,9.0,45.0,74.0,74.0,0.43,7.8,3.94,3.95,1.7,2.55,3.94,5.36,6.24,6.65,7.18
890,257318,65,1,2,461,5,7,664,40677,2,13,50155671439176.9,44400306450420.02,297.61,62.57,2.2,105.73,107.93,13.22,0.96,0.97,192.07,278290642.0,37.02,52.86,0.7,0.87,12.25,4.0,13.0,30.0,61.0,61.0,0.19,3.98,1.51,1.51,0.61,1.02,1.51,1.99,2.32,2.48,2.76
891,217177,2,1,20,2970,2,9,392,162754,3,6,28157342938068.2,28005516785602.49,422.11,69.27,1.35,330.01,331.36,83.03,0.89,0.99,173.12,326030046.18,6025.04,165.44,0.71,0.83,59.76,2.0,6.0,49.0,79.0,79.0,0.29,3.99,2.04,2.03,0.84,1.33,2.04,2.73,3.14,3.34,3.6
892,123200,16,13,13,2265,4,9,527,68698,5,14,24976672973377.52,31521658051259.69,337.4,69.06,1.17,279.32,280.4,46.55,0.96,0.99,215.0,332001223.04,14094.93,232.81,0.71,0.86,41.47,5.0,14.0,41.0,81.0,81.0,0.25,6.65,3.32,3.32,1.44,2.13,3.32,4.51,5.26,5.6,6.06
893,237355,86,17,2,4331,8,4,383,163806,8,13,39257380427284.14,36029347494434.26,315.67,63.5,1.48,82.67,84.15,10.33,0.96,0.97,248.0,290302792.18,803.92,41.46,0.72,1.01,9.49,4.0,13.0,31.0,80.0,80.0,0.4,10.81,5.2,5.23,2.32,3.28,5.2,7.16,8.4,8.95,9.72
894,154802,96,19,4,4592,4,3,715,64669,1,14,21577175767940.85,24128315693427.37,451.9,41.18,3.38,18.59,21.97,9.29,1.0,0.99,213.0,207530617.05,2721.37,37.17,0.67,0.84,8.56,4.0,14.0,32.0,74.0,74.0,0.19,3.72,1.21,1.23,0.46,0.88,1.21,1.54,1.81,1.98,2.51
895,245671,98,22,15,2046,3,2,290,65355,2,4,34362807135118.2,36491594699092.5,378.12,62.31,1.01,16.86,17.9,8.44,1.0,1.0,228.07,177503332.53,1784.66,8.44,0.61,0.71,7.81,1.0,4.0,44.0,94.0,94.0,0.38,2.92,1.5,1.49,0.53,1.05,1.5,1.93,2.2,2.35,2.5
896,157912,50,1,22,1873,7,8,21,210989,4,5,33349857886286.69,31733689703942.03,231.78,66.94,0.69,31.98,32.67,16.0,0.97,1.0,170.0,218554253.27,1.97,16.0,0.46,0.51,14.63,1.0,5.0,51.0,81.0,81.0,0.45,5.86,2.77,2.75,1.11,1.83,2.77,3.67,4.19,4.47,4.9
897,34488,75,6,11,942,8,5,858,253960,3,6,30546109448085.51,36220796889448.75,313.96,65.61,1.35,51.76,53.11,12.94,0.96,0.99,176.0,232893541.02,1071.15,25.85,0.78,0.99,12.54,2.0,6.0,39.0,70.0,70.0,0.31,3.92,2.05,2.06,0.83,1.37,2.05,2.75,3.18,3.38,3.65
898,82207,48,8,19,4055,5,5,872,74240,5,8,26100084494282.71,27164991812529.24,459.97,60.35,1.26,104.1,105.34,17.35,0.96,1.0,202.06,282611393.16,4830.15,52.05,0.87,1.04,15.81,3.0,8.0,48.0,86.0,86.0,0.41,6.44,3.31,3.32,1.42,2.14,3.31,4.5,5.24,5.58,6.03
899,162620,59,11,4,4009,3,8,921,233589,3,3,29348406389157.58,21994443390846.83,358.71,57.85,1.0,27.53,28.53,13.76,1.0,0.99,177.33,175515315.17,2492.58,13.76,0.79,0.89,12.72,1.0,3.0,33.0,71.0,71.0,0.61,4.0,2.12,2.11,0.77,1.48,2.12,2.75,3.11,3.34,3.65
900,95301,19,13,19,4571,8,3,819,72467,8,14,34625338988598.25,34046762624960.48,202.73,62.69,1.68,78.64,80.31,39.37,0.95,0.99,195.0,310710701.48,16368.84,197.06,0.69,1.15,34.88,5.0,14.0,47.0,83.0,83.0,0.35,10.23,5.1,5.12,2.3,3.2,5.1,7.05,8.25,8.76,9.46
901,152469,35,13,18,634,1,2,533,169829,1,10,22445148239850.98,23983932761051.37,309.14,62.95,2.66,93.5,96.09,23.4,1.0,1.0,201.15,284286554.03,1399.73,70.24,0.67,0.9,21.12,3.0,10.0,46.0,84.0,84.0,0.2,3.28,1.07,1.09,0.41,0.77,1.07,1.36,1.61,1.77,2.14
902,186366,26,17,14,1026,6,7,237,64415,4,5,24202989899261.03,27004558304313.18,354.96,54.53,0.7,59.56,60.26,29.81,0.93,0.92,202.5,268609652.74,4.35,29.81,0.45,0.51,26.79,1.0,5.0,39.93,82.64,82.64,0.45,5.2,2.71,2.69,1.09,1.79,2.71,3.6,4.13,4.4,4.79
903,59518,68,10,10,4647,6,7,364,224038,5,12,32699193417594.96,30432915173187.22,406.54,59.43,1.49,93.53,95.02,11.69,0.93,0.92,209.86,261674846.91,2810.44,50.06,0.76,0.91,10.83,3.71,12.0,36.21,76.14,76.14,0.32,6.89,3.37,3.38,1.45,2.18,3.37,4.57,5.33,5.67,6.15
904,52225,68,8,7,3718,2,9,658,178877,4,4,37837608324247.47,38362593953169.15,343.35,62.62,0.74,27.11,27.85,13.58,0.97,0.99,186.06,199912517.82,402.48,13.57,0.6,0.65,12.45,1.0,4.0,36.0,72.0,72.0,0.56,5.76,2.75,2.74,1.07,1.84,2.75,3.64,4.14,4.42,4.69
905,120581,40,4,22,4984,6,7,855,28449,5,5,27646424718934.68,30101391918845.32,213.4,62.11,1.16,78.39,79.54,19.62,0.99,1.0,165.33,302958555.45,0.0,39.23,0.9,1.09,18.05,2.0,5.0,50.0,79.0,79.0,0.59,7.37,3.43,3.41,1.39,2.26,3.43,4.56,5.22,5.58,6.12
906,97370,20,18,20,2154,8,4,299,115212,4,10,17911996525090.84,15088134633459.6,370.29,64.14,1.08,278.77,279.85,34.87,0.93,0.93,212.8,299128136.66,1720.33,150.35,0.84,0.97,31.09,3.73,9.33,44.8,86.8,86.8,0.27,5.25,2.66,2.67,1.14,1.73,2.66,3.61,4.2,4.47,4.83
907,46680,55,10,22,405,2,2,208,241210,2,4,32422412644937.84,25155843065355.58,329.23,48.37,1.0,31.45,32.47,15.73,1.0,1.0,180.0,213093340.11,855.11,15.71,0.58,0.67,14.87,1.0,4.0,50.0,84.0,84.0,0.35,3.17,1.45,1.45,0.55,1.0,1.45,1.89,2.16,2.31,2.49
908,246584,69,17,1,1426,7,9,427,50500,2,14,27384564622423.61,25129582594194.78,543.3,64.3,2.77,75.81,78.56,12.63,1.0,0.95,227.0,276825756.92,8.12,63.16,0.82,0.98,11.61,5.0,14.0,29.0,73.0,73.0,0.17,4.19,1.52,1.53,0.63,1.03,1.52,2.01,2.35,2.52,3.04
909,55720,55,16,5,4292,8,6,501,252172,9,4,30657195772756.01,26231081989027.52,381.47,58.01,1.18,29.14,30.37,14.57,1.0,0.99,198.0,248459161.88,1298.3,14.6,0.6,1.17,13.23,1.0,4.0,33.0,74.0,74.0,1.19,10.5,5.9,5.89,2.35,3.93,5.9,7.87,9.01,9.64,10.21
910,180239,7,14,2,4922,7,8,583,143398,9,3,24063218139112.82,30591280775381.8,220.53,67.12,1.54,106.69,108.29,53.55,0.98,0.96,187.0,289423479.08,0.0,53.6,0.73,1.5,44.18,1.0,3.0,30.0,67.0,67.0,1.47,12.23,6.02,6.02,2.34,4.08,6.02,7.99,9.01,9.74,10.6
911,68552,21,3,19,999,3,3,953,133221,4,9,26739508443739.26,34320708092701.42,335.44,63.27,1.14,73.85,74.96,36.96,0.98,1.0,160.0,281615267.13,1927.3,110.84,0.69,0.81,32.92,3.0,9.0,47.0,73.0,73.0,0.25,6.95,2.65,2.67,1.19,1.68,2.65,3.63,4.22,4.51,5.1
912,136382,49,16,23,3853,7,8,348,189165,1,9,34495721460717.33,38777134394360.19,383.48,67.93,2.59,102.67,105.26,17.13,0.97,1.0,219.06,308948169.35,2625.82,51.42,0.76,1.03,15.72,3.0,9.0,51.0,94.0,94.0,0.2,3.59,1.09,1.11,0.42,0.79,1.09,1.39,1.64,1.79,2.28
913,153320,90,9,17,400,6,2,901,134805,7,12,32801835247746.37,27545368446172.97,250.39,66.18,1.27,38.92,40.2,9.73,1.0,1.0,191.0,220334783.28,1519.9,38.96,0.76,1.05,9.11,4.0,12.0,45.0,79.0,79.0,0.4,9.13,4.6,4.63,2.01,2.96,4.6,6.3,7.35,7.83,8.47
914,220929,50,15,19,148,1,1,943,52343,3,5,31515271311387.84,37789339519549.86,306.18,63.47,1.3,31.46,32.76,15.73,0.97,1.0,204.0,218993640.26,419.15,31.48,0.94,1.17,14.52,2.0,5.0,48.0,90.0,90.0,0.38,4.36,2.12,2.11,0.83,1.41,2.12,2.8,3.2,3.41,3.74
915,157551,23,19,14,2997,1,8,869,54290,3,11,36856531961082.1,39012894570709.78,415.62,69.11,1.42,270.36,271.67,33.78,1.0,0.99,236.0,287455450.54,0.0,135.14,0.79,0.95,30.8,4.0,11.0,42.0,89.0,89.0,0.19,5.02,2.07,2.08,0.89,1.35,2.07,2.8,3.26,3.49,3.85
916,169321,80,7,3,4875,8,1,513,209718,2,6,28026082875988.0,31316719422225.69,244.23,57.16,1.46,21.21,22.67,10.6,1.0,0.99,169.0,199233366.08,2120.91,21.24,0.78,0.93,10.14,2.0,6.0,31.0,61.0,61.0,0.26,3.19,1.47,1.47,0.57,1.01,1.47,1.94,2.23,2.36,2.56
917,119395,41,9,21,478,3,3,442,129484,8,7,19568710750315.21,24048776998390.68,324.2,60.68,1.13,39.82,40.95,19.92,1.0,1.0,176.0,234988253.3,325.75,39.87,0.65,0.97,17.25,2.0,7.0,49.0,82.0,82.0,0.67,10.41,5.26,5.27,2.21,3.46,5.26,7.11,8.23,8.76,9.49
918,213478,88,21,7,696,2,1,725,257949,6,5,23221353635967.55,29357277227466.12,516.54,58.0,1.41,19.0,20.4,9.5,0.97,0.99,222.19,200247079.23,4544.14,18.97,0.96,1.18,8.81,2.0,5.0,36.0,84.0,84.0,0.7,8.31,4.11,4.1,1.65,2.75,4.11,5.45,6.27,6.68,7.34
919,112851,30,1,22,4616,2,3,505,59541,8,10,31438246243259.28,32921080328394.76,306.72,60.56,1.2,53.57,54.73,26.77,0.96,1.0,155.0,270097622.16,2092.97,80.3,0.66,0.88,23.87,3.0,10.0,50.0,74.0,74.0,0.48,10.17,5.11,5.14,2.29,3.21,5.11,7.05,8.24,8.77,9.47
920,180716,43,8,4,4396,4,9,777,153624,3,7,34046351800636.15,28695945173519.01,358.92,63.49,1.98,113.46,115.44,18.95,0.99,0.98,185.07,296960604.57,7.16,56.8,0.97,1.21,17.16,3.0,7.0,32.0,65.0,65.0,0.29,5.45,2.08,2.09,0.88,1.37,2.08,2.8,3.25,3.47,3.9
921,53249,1,16,5,1023,5,2,994,243924,2,7,23837464590147.25,32666261414344.06,427.52,59.64,1.48,475.34,476.82,122.2,0.95,0.98,207.0,359652157.04,7854.92,238.33,0.56,0.64,106.58,2.0,7.0,33.0,74.0,74.0,0.2,3.14,1.37,1.37,0.57,0.9,1.37,1.85,2.14,2.27,2.47
922,116015,12,11,13,904,7,5,687,32960,8,10,22106312222992.61,25009581306486.14,346.99,69.19,0.99,343.47,344.58,57.3,0.95,0.99,209.0,330214462.25,8360.41,171.71,0.62,0.96,51.39,3.0,10.0,41.0,80.0,80.0,0.41,9.85,4.99,5.04,2.26,3.16,4.99,6.92,8.13,8.65,9.34
923,118801,19,23,18,3372,7,8,125,153370,9,13,27273681748093.77,25768207502158.89,323.95,58.17,1.49,398.53,400.16,39.89,0.95,0.99,256.0,381417689.71,0.0,199.42,0.79,1.24,35.67,5.0,13.0,46.0,98.0,98.0,0.4,11.63,5.75,5.76,2.57,3.62,5.75,7.9,9.24,9.83,10.62
924,73579,11,1,17,465,9,9,461,123608,8,5,30320611796224.5,30162265466705.53,374.11,60.53,0.81,103.37,104.28,51.72,0.95,1.0,158.0,285432012.69,1952.37,51.7,0.43,0.76,47.57,1.0,5.0,45.0,71.0,71.0,0.79,9.94,5.26,5.24,2.17,3.46,5.26,7.06,8.1,8.63,9.35
925,195714,31,14,12,1115,3,2,704,205841,4,3,32417159530841.53,48045874845797.84,408.59,51.62,1.0,50.05,51.02,25.02,0.97,1.0,199.0,244426973.33,2163.81,25.04,0.76,0.86,22.94,1.0,3.0,41.0,82.0,82.0,0.73,5.09,2.7,2.71,1.03,1.85,2.7,3.58,4.05,4.34,4.76
926,74569,41,8,9,1235,7,6,63,202284,6,14,27480305006375.5,26523358876598.12,248.86,68.83,1.13,81.47,82.61,20.4,0.96,0.99,202.0,293085940.33,11.07,81.52,0.61,0.73,18.45,4.0,14.0,38.0,74.0,74.0,0.3,7.87,4.06,4.04,1.73,2.63,4.06,5.47,6.34,6.74,7.28
927,126427,73,3,15,4205,4,3,722,120894,6,5,26429385333106.77,21824001562277.48,338.98,53.97,0.79,22.45,23.28,11.24,0.99,1.0,156.0,193831956.53,2.07,11.28,0.48,0.64,10.53,1.0,5.0,43.0,70.0,70.0,0.69,7.72,3.92,3.96,1.64,2.6,3.92,5.32,6.15,6.57,7.17
928,154467,44,10,17,4486,9,8,582,112611,2,14,30144786875855.58,31189592270094.82,399.12,69.69,2.94,151.77,154.71,18.97,0.99,0.99,236.2,288718783.59,9915.61,75.89,0.62,0.73,17.3,4.0,14.0,46.0,90.0,90.0,0.17,4.55,1.52,1.53,0.65,1.02,1.52,2.01,2.34,2.53,3.35
929,125638,53,11,19,1637,8,9,428,37817,5,4,37967962992773.98,41180036005283.92,313.17,61.86,1.6,58.02,59.59,14.51,0.96,0.99,181.0,241458829.6,4619.28,29.04,1.15,1.3,13.42,2.0,4.0,47.0,81.75,81.75,0.71,6.74,3.4,3.38,1.33,2.27,3.4,4.5,5.13,5.47,5.8
